,text,user
602,"Sprzedam:1. Nową torebkę MUMU model Madame Black http://shop.mumubags.com/pl/madameblack Torebka z kompletem metek, posiada paragon i worek przeciwkurzowy. Obecnie model unikatowy.2. Nową torebkę worek MUMU model Ingrid Black http://static.faslook.com/cache/26/52/2652debdcd0d86a12fe9c729f5671544.png Torebka z kompletem metek, posiada paragon i worek przeciwkurzowy.3. Nowy płaszcz COS camelowy wiązany w talii. Wełna + kaszmir. Fasonem zbliżony do płaszcza Max Mara. Płaszcz z kompletem metek, posiada paragon (zakup w sklepie stacjonarnym) i oryginalny pokrowiec.4. Nową kurtkę H&M Trend, rozmiar 32 (kurtka pasuje od rozmiaru 32 do 38 - w zależności od efektu jaki chcemy uzyskać), model oversize, nowa z kompletem metek. http://oi63.tinypic.com/29bg7j7.jpgKontakt: nofashionvictims@interia.plLaura, przepraszam za spam.",Anonymous
603,Ile teraz wazysz?,Anonymous
604,59kg,Laura
605,a Twoja najniższa waga? pamiętasz?,Anonymous
606,jaki masz case na iphona?,Anonymous
607,"https://ispot.pl/etui-dla-iphone-xs-max/gear4-piccadilly-for-iphone-xs-max-white,id-85902 ten model, ale cały przezroczysty (boki też)",Laura
608,"Laura, jestes dla mnie mega inspiracją! Oby tak dalej ;)",Anonymous
609,This comment has been removed by the author.,jacobmanhattan
610,jak zwykle stylizacja dostosowana do pogody. kilkanaście stopni i przelotne deszcze to rzeczywiście sprzyjająca aura dla paradowania w szortach i klapkach. ,Anonymous
611,very nice  ; ) mumineeks.blogspot.com ,Mumineeks
612,jesteś uosobieniem piękna ; ) i styl nieprotekcjonalny.,Paveł Sz
613,Zajebist* kopertowka ! Można wiedzieć jaką cena?,Anonymous
614,"w linku jest cena, 29$ :)",Laura
615,"Lauro,szanuję Twój styl...ciekawi mnie,czy ubierasz sie ""w pstrokaciznę""kwiaty,kolory itp...Co sadzisz o stylu Macademian Girl i charlize Mystery??julita.",Anonymous
616,"podobają mi się niektóre pstrokate rzeczy, projekty Petera Pilotto albo Mary Katrantzou urywają dupę, chętnie bym nosiła, ale mnie nie stac. w sieciówkach z kolei nigdy nie widziałam nic naprawdę ciekawego. nie moje klimaty ale obie są świetne :)",Laura
617,"Macademian to tez nie moje klimaty,ale podziwiam mimo wszystko-jest oryginalna,ciekawa...z kolei charlize,to manekin z Zary,nie sztuka ubrac się w Zare od stóp do głów,brakuje mi u niej czegos niespotykanegoi i innego,co ma z kolei Macademian..Na Twojego bloga trafiłam niedawno,obejrzałam i przeczytałam wszystko...nie mogę wejść na Instagram..Julita.",Anonymous
618,"szorty, których szukasz widziałam dzisiaj w forum w Gliwicach. ostatnia para w rozmiarze xs",Anonymous
619,"bardzo dziękuję za informację ale niestety będą za małe, chciałabym S albo M, żeby były luźne na tyłku",Laura
620,hej czy możesz mi powiedzieć skąd masz te filtry na insta? jestem tego bardzo ciekawa bo strasznie mi się podobają!,Anonymous
621,vsco cam :),Laura
622,dziękuje za odpowiedź :),Anonymous
623,uwielbiam :) ,Ubrana nie przebrana
624,"Masz złote zęby, czy mi się wydaje?",Anonymous
625,"ta, grillz! :D haha, takie światło i błysnęły",Laura
626,"Bardzo lubię Twoje wyczucie stylu, doradź mi, proszę,jakieś ładne białe/ecru spodnie do pracy (o ile gdzieś Ci się takie ostatnimi czasy rzuciły w oczy), nie mogę przychodzić w szortach, a w tym upale chodzenie w długich czarnych spodniach to tortury!",Anonymous
627,"w Zarze na wyprzedażach widziałam fajne cygaretki w kolorze ecru, takie lekkie :)",Laura
628,"hm, ale które? mogłabyś zarzucić linka? z góry dziękuję :)",Anonymous
629,"Jesteś genialną blogerką! Trafiłam na Twojego bloga przez instagrama i się zakochałam, tak trzymaj :)xxMartihttp://cupofnovember.blogspot.com/",Marti
630,dziękuję! :),Laura
631,"Laurka, a znasz tego projektanta? https://www.facebook.com/damirdomaJest w mojej opinii niesamowity. ",Anonymous
632,znam i uwielbiam!,Laura
633,Świetna kopertówka! ,Adelajda
634,taaaak! ♥,Milex
635,"tańsze odpowiedniki takiej kopertówki i moim zdaniem ładniejsze były jakiś czas temu uwaga w bershce. jak na taką średniawą sieciówkę była naprawdę mega, chciałam kupić ale szybko zniknęły ze strony a taka szkooooda :(",Anonymous
636,ile już jeździsz na longboardzie? ;),Anonymous
637,"niedługo, nie tak dawno się nauczyłam :)",Laura
638,"Lora,białe szpilki z Mango są wygodne?I czy 38 to faktycznie 38?Wyglądasz jak zwykle...nieziemsko...Szkoda,że jestem kobietą:):):)",Anonymous
639,"ja mam 38 i są trochę ciasne. są sztywne i na wcisk, wiec nie jest mi w nich zbyt wygodnie ale masakry nie ma :) dziękuję!",Laura
640,świetnie <3,alessa
641,Używasz może samoopalacza do nóg? Wydają się troszkę ciemniejsze od reszty ciała :),Anonymous
642,"haha, nie :)",Laura
643,przenosiłaś się w liceum? można wiedzieć do jakiej szkoły?,Anonymous
644,z Broniewskiego do VII LO,Laura
645,"Lauro, jaki masz rozmiar tej czarnej bluzy z Zary z białymi paskami?",Monika Szary
646,"nie pamiętam a nie wiem gdzie ją mam żeby sprawdzić, chyba M ale nie jestem pewna :) ",Laura
647,Dziekuje bardzo za odpowiedź ;),Monika Szary
648,zachwycasz ! :),katie-style
649,"laura, swoją sukienkę Team Paris kupowałaś na swój rozmiar czy rozmiar większą?",Anonymous
650,nie mam tej sukienki,Laura
651,"ja ją mam i polecam kupować nie na swój rozmiar,a rozmiar mniejszą ,bo nosze M,a zamowilam S i jest idealna : )",dzago
652,nuda,Anonymous
653,jezusie jakie odrosty,Anonymous
654,"daj spokój, chcę odrobinkę rozjaśnić włosy ale nie zaryzykuję już dekoloryzacji i majstrowałam z zestawem John Frieda ""go blonder"" - oto efekt ",Laura
655,"the same story here! :) tyle że ja mam czarne włosy z wiśniowymi odrostami ;)nie przejmuj się Lauro, mam nadzieję, że w końcu nam się uda zmienić kolor bez dekoloryzacji",Anonymous
656,"nie widac zadnej roznicy na zdj, nie wiem gzie tu ktos widzi jakies razace odrosty, a na zywo? zuwazylas jakies zmiany w kolorze? bo chcialabym tego sprovowac a mam na glowie sredni braz, ktory teraz powoli od slonca mi se rozjasnia . z gory dzieki za odpowiedz piekna laurko",Anonymous
657,"Spróbuj kąpieli rozjaśniających (pogoogluj, jest dużo info). Kumpela ostatnio z ciemnego brązu przeszła do 2/3 tony jaśniejszego :) ",Anonymous
658,"to jest super sprawa z ta kapiela ale to jednak rozjasniacz, a boje sie ze zniszcze sobie wlosy albo ze wyjda jakies rude;/",Anonymous
659,"jaju Lauruniu jesteś taka idealna! a filmik na instagramie mnie oczarował :Oa tak z innej beczki, ciekawi mnie ile kosztuje zrobienie tak maego tatuażu jak Twoja siódemka.. można wiedzieć ile zapłaciłaś? sama myślę nad zrobieniem tattoo podobnej wielkości ",Anonymous
660,"the clutch is quite beautiful in the light, & I love the accent of 2 delicate silver rings. x",cyeoms
661,"Wypróbuj zmywacz koloru Uber,jego opis brzmi jak dla mnie bardzo zachęcająco,ale farbowałam się kiedyś czarną henną więc odpada : <",Anonymous
662,"Lauro, ciekawi mnie co sądzisz o tej męskiej kolekcji: http://www.manuscriptdaily.com/2013/06/mfw-ss14-calvin-klein-collection.htmlpozdrawiam Cię, ślicznie wyglądasz :)",Anonymous
663,Udało Ci się dorwać poszukiwane szorty? Mierzyłaś je kiedyś - jakiś rozmiar?,Anonymous
664,"Lauro, napisz proszę co sądzisz o tej kurtce http://www.zara.com/pl/pl/kobieta/kurtki-i-marynarki/kurtki/lu%C5%BAna-sk%C3%B3rzana-kurtka-c436428p1048293.html",Anonymous
665,pokazesz zdj z facetem kiedys?:),Anonymous
666,http://centrofashion.ru/files/catalog_1/300/5026365.jpg co powiesz?:),Anonymous
667,chyba ktoś próbuje być Tobą ;dhttp://3.bp.blogspot.com/-HCgTIohd2vk/UXQilPW3hEI/AAAAAAAAC1E/VpfgpG37w2o/s1600/DSC00584male.jpg,Anonymous
668,"eeeee probuje bo ma podobny kolor wlosow? i co jeszcze,lol",Anonymous
669,Bardzo estetyczny zestaw. Uwielbiam biel i połysk. Pięknie.,Maria
670,http://ams-la-la-land.blogspot.it/2013/06/get-away.html  co o niej sadzisz?,Anonymous
671,to sa te zwykle szorty z h&m za 40zl? jaki rozmiar wzielas?:),Anonymous
672,"Laura, czy podoba Ci się ta skórzana kurtka? http://www.zara.com/pl/pl/kobieta/kurtki-i-marynarki/kurtki/lu%C5%BAna-sk%C3%B3rzana-kurtka-c436428p1048293.html",Anonymous
673,"Laura, z góry przepraszam za to, że do Ciebie zamiast do google kieruję to pytanie, ale jak wypada rozmiarówka sandałów na obcasie z Zary? ",Anonymous
674,"Lora,białe koturny masz z Zary czy Mango?Napisz,czy są wygodne,please.",Anonymous
675,"wyglądasz na prawdę świetnie, styl nie do podrobienia.btw. masz śliczne usta. :)pozdrawiam!",Davis
676,http://i1.kwejk.pl/site_media/obrazki/2013/06/3b6f877232f7621326b9cc2e579b8c62_original.jpg?1372581472 pozwole sobie byc niemilą/zabawną :D,Anonymous
677,"Hej, mam pytanie dot Nike Roshe, chce je kupic,ale pow mi czy w trakcie uzywania ten przod sie jakos zniekszatalca? Jest to tkanina wiec boje sie o to ze sie jakos zdefprmuja i beda brzydko wygladac . Licze na odp bede bardzo wdzieczna za pomoc. Pozdrawiam cie",Anonymous
678,"prosta, biała koszula a wygląda doskonale!świetny set!love,jesuswannatouchme.blogspot.com",Jesuswannatouchme
679,Cudowna stylizacja! Prostota i minimalizm! Zachwycasz! :))) Ta koszula bardzo pasuje mi do Twojego stylu :) http://mostrami.pl/product-pol-10761-Koszula-oversize-z-kapturem-biala.html,Anonymous
680,"Super :). Fantastyczna kopertówka, coś, co przyciąga uwagę i wzrok oraz pozwala się wyróżnić na tle innych, a przecież o to właśnie chodzi :)",primitive and ordinary
681,Opal się trochę Laurko.,Anonymous
682,Absolutnie nie!!! Opalenizna przy takiej urodzie jest zupełnie zbędna - Laura wygląda ze swoją porcelanową skórą bardzo szlachetnie i pięknie. Po co to psuć?!  ,Anonymous
683,po co? opalenizna przyspiesza starzenie i wygląda sztucznie. blada cera jest piękna :) zwłaszcza z ciemnymi włosami Laury,Anonymous
684,nie chciałabyś sprzedać tej kurtki? http://1.bp.blogspot.com/-15hdjFtFAto/VWiTC-JhGSI/AAAAAAAAUSA/f2vM62lbJd0/s1600/leatherjacket4.JPGmożesz zdradzić gdzie taka znalazłaś lub polecić second handy gdzie mogę znaleźć takie cuda?,Anonymous
685,"niee, co Ty :D znalazlam w @ ",Laura
686,w jakim rozmiarze sukienka?,Anonymous
687,M ,Laura
688,"Laura, czego uzywasz do pielęgnacji twarzy? Jakie zele, toniki, kremy? Jest idealna!! ",Anonymous
689,"nie jest, są niedoskonałości, które po prostu ciężko ująć na zdjęciu. teraz myję twarz żelem oczyszczajacym arbonne i tyle. no i szczotka Foreo - dzieki niej nie mam zaskornikow :)",Laura
690,"ja miałam straszne problemy z cerą i używałam wielu specyfików... obecnie używam locacid sporadycznie, ale niestety jest na recepte, ale mega efekty są po myciu twarzy białym jeleniem, a osuszeniu jej nalozenie olejku z rossmana z alterra z granata i rano przemycie wodą różaną, nigdy nie miałam cery w lepszym stanie, chyba, że jak chodziłam do przedszkola..",Anonymous
691,"laura, palisz jeszcze?",Anonymous
692,"nie, rzuciłam palenie ponad pól roku temu i nie palę w ogole, czuję wstręt do papierosów. uwielbiałam palić, nie wyobrazalam sobie zaprzestac kompletnie, biorąc Tabex chciałam po prostu ograniczyć a tutaj taki finał po 2 tygodniach stosowania :D",Laura
693,odpowiesz na komentarze? jakie buty i czy mialas cos na sukience?,Anonymous
694,"klapki beżowe, nie - to inny dzień niż poprzedni outfit :)",Laura
695,w jakim kolorze masz jasną sukienkę i top? jakie rozmiary?,Anonymous
696,wszystko mam M,Laura
697,top masz wyłącznie w czerni? jaka jest nazwa koloru beżowej sukienki?,Anonymous
698,? :),Anonymous
699,"Laurko, nie chcę być typową, wścibską babą, ale muszę ;) Pamiętam, jak napisałaś, że poznałaś się z E. na urodzinach i od tamtej pory byliście nierozłączni ;) Nie wiem, czy jeszcze pamiętasz, ale jak ubierałaś się na randki/spotkania? Przekopałam szafę wzdłuż i wszerz i nie wiem, w co się ubrać na kolację. Chciałabym wyglądać po prostu ładnie i skromnie, ale żeby nie było widać, że rozhisteryzowana spędziłam przed lustrem kilka godzin (chociaż pewnie tak będzie). Wygrzebałam błękitną koszulę (taką w stylu Twojej żółtej z Tomaotomo) + standardowe czarne obcisłe rurki i zwykłe, skórzane beżowe mokasyny. Może być taki zestaw na kolację + kino później? Haha, mam nadzieję, że kolacja nie w KFC, bo będzie beka : D PS. Kiedy gdzieś sama tuptasz po Wrocławiu, często zaczepiają Cię mężczyźni? Ciekawość mnie zżera! ",Anonymous
700,"ja wtedy non stop chodzilam w czerni, więc moje ówczesne zestawy standardowe typu czarne jeansy + czarna marynarka kimono + czerwone usta :D super zestaw, też nie wymyślałabym bóg wie czego.ostatnio w Almie jakiś typek zaprosił mnie na piwo jak stałam w kolejce po kurczaki, haha XD ale bardzo rzadko się zdarza żeby ktoś zagadywał, zazwyczaj jest to po prostu jakieś nawiazywanie kontaktu wzrokowego, zresztą same wiecie o czym mówię",Laura
701,"A odpowiadasz widząc katem oka spojrzenia patrzące na ciebie ? Tzn wiesz tez odpaczysz? XD mnie o zawsze na maksa krępuje i udaje ze nie widzę, ciotersko",Anonymous
702,♥,Milex
703,"świetnie wyglądasz :) Bardzo podoba mi się spójność Twojego stylu, masz konsekwencję w tym, co robisz.",Daisy Rosso
704,dziękuję! :),Laura
705,"Laura, kiedy post o cwiczeniach? :((",Anonymous
706,"przepraszam, że tak się przeciąga :< chcę to połączyć z outfitami a musimy się wybrać w jakieś fajne miejsce żeby zrobić zdjęcia - nie chcę się wyginać w legginsach pod drzwiami albo kamienicą :D",Laura
707,jakie cwiczenia robisz na brzuch? ,Anonymous
708,"nie cwiczę zbyt dużo konkretnie na sam brzuch, tyle co na ten element ciała na pumpie i abt no i przy innych cwiczeniach caly czas jest napięty. brzuszki, rozne rodzaje, takie podnoszenie nog a'la świeca, leżenie na boku i podnoszenie ręki, która jest przy ziemi na boczne no i deska",Laura
709,Sprzedam kartę podarunkową do COSa na kwotę 550 zł! Kontakt: house347@onet.eu,Anonymous
710,http://shop.mango.com/PL/p0/kobieta/zamszowa-kurtka-z-guzikami/?id=43060122_99&n=0&ts=1434712289046 podoba Ci się?,Anonymous
711,"tak, bardzo fajna",Laura
712,"Górną wargę masz jakbyś była po znieczuleniu lub oberwała. Generalnie wstyd wychodzić na ulicę, więc gratuluję odwagi.",Anonymous
713,lwie serce,Laura
714,XD co za tekst XD ,Anonymous
715,czy to jest Twój model kurtki? https://www.zalando.pl/levi-s-boyfriend-trucker-kurtka-jeansowa-blue-cliff-le221g00x-k11.html w jakim masz rozmiarze?,Anonymous
716,"mam M, brałam ją z sekcj męskiej. to nie jest dokladnie ten odcien, ale podobna. super jest!",Laura
717,"Blada, na czarno, ulizane włosy i ta szminka, Laura wyglądasz jak wampir :D Wróć do grzywki, ślicznie wyglądałaś <3 ",Anonymous
718,"nie rezygnuję na razie, miałam takie myśli, ale kilka dni pochodzilam bez i mi tęskno. ja strasznie nie lubię tego efektu a zawsze taki kontrast wychodzi na zdjęciach lustrzankowych jak jestem ubrana na czarno, nie jestem az tak blada :D",Laura
719,Co sadzisz o tej torebce? http://www-m.gucci.com/us/styles/308364A7M0G1000,Anonymous
720,fajna jest,Laura
721,znasz/uczysz się jakichś języków obcych?,Anonymous
722,"nie, tylko angielski. niemieckiego nie liczę, lata nauki w szkole, ale zawsze miałam to gdzieś - w sumie szkoda, przydałby się. chcę się nauczyć szwedzkiego",Laura
723,"szwedzki jest mega prosty, czasy jak w angielskim/niemieckim, nie ma przypadków, nic się nie odmienia, nawet 3os lp :D Jak chcesz to mam namiary na korki dobre korki w Kato, we Wrocławiu nic nie znam :( ale w sumie można szwedzkiego nauczyć się samemu, uwaga tylko na wymowę bo akcent jest koszmarny do wyuczenia, większość ludzi na czuja to robi :D",Anonymous
724,moglabys wkleic zdjecie swachta na ustach russian red vs roby woo? <3 ,Anonymous
725,"nie mam już ruby woo, zaginęła w akcji :< ale na pewno w @ jest dużo takich porównan, w koncu to 2 najpopularniejsze czerwienie maca :)",Laura
726,"czy pielęgnacja włosów produktami Joico daje Ci najlepsze efekty spośród wszystkich przetestowanych? (z tego co pamiętam używałaś Loreal, Phytojoba) gdzie je kupujesz? (słyszałam o niszczących włosy podróbkach z allegro : O) jak długo utrzymuje się efekt po zabiegu regeneracji? czy działa on również na rozjaśniane włosy? słyszałaś o olaplexie? ewentualnie któraś z dziewczyn?",Anonymous
727,"przez internet, na stronie joico są autoryzowani sprzedawcy. tak, zdecydowanie najlepsze efekty, przy regularnym używaniu szamonu + odżywki jest duża zmiana (czasami zdarza mi się to zaniedbac). po regenereacji - umyłam włosy od wtorku chyba 4 razy i nadal są takie gładziutkie i fajne :) o olaplexie nie slyszałam",Laura
728,https://41.media.tumblr.com/5e863b100b28d003dee58e7817d1715b/tumblr_np6yma7wUH1qfrtudo1_1280.jpg haha ,Anonymous
729,"Laura, nie wiesz, gdzie znajdę fajne, skórzane torebki vintage? Na Hopla na razie średnio.",Anonymous
730,"nie wiem, mało jest fajnych, bo zazwyczaj są zbyt vintage i trącają lumpeksowym stylem - uwielbiam rzeczy vintage, ale nie lubię takich, które mają na sobie wypisane ""jestem z lumpeksu""",Laura
731,"My God... your style is perfect, you are perfect!",Anonymous
732,Widze inspiracje z posta z DARKER :D http://inspiring.tumblr.com/post/121989286493/what-do-i-wear-doutzen-kroes-by-ben-weller-for,Anonymous
733,Zakochałam się w sukience!http://1968basweca.blogspot.com/,Patrysja Hasmik Mero
734,"Laura, w jednym ze swoich ostatnich postów chyba mocno zainspirowałaś się tym zdjęciem. Ta sama koszulka i spodnie wiązane na sznurówkę :D https://40.media.tumblr.com/5e863b100b28d003dee58e7817d1715b/tumblr_np6yma7wUH1qfrtudo1_540.jpg",Anonymous
735,"nie widziałam tego zdjęcia, insp prosto od Goshy: http://www.horkruks.com/2015/03/ss-2015.html ",Laura
736,"Ja jebie, ile razy jeszcze to wkleisz? Typowa wyszukiwaczka sensacji, zatkalo teraz?",Anonymous
737,http://img.szafa.pl/ubrania/1/017262785/1387370824/hm-conscious-34-czarna-marynarka.jpg co sądzisz o tej marynarce/kimonie?,Anonymous
738,"musialabym sie przyjrzec, ale na pierwszy rzut oka jest ok",Laura
739,"Laura, przeczytałam kilka komentarzy wyżej, że stosowałaś Tabex - serio pomogło?Ja palę od x lat, paczka dziennie. Też nie wyobrażam sobie, żeby to rzucić.",Anonymous
740,"ja podobnie, też sobie nie wyobrażałam, wiele razy probowalam i wszystko konczylo sie na kilku dniach bez papierosow, caly czas myślałam o paleniu, więc to byla męczarnia. po tabexie papieros zaczął źle smakować, na samą myśl o wdychaniu tego dymu czułam niechęć i tak już zostało. przestałam palić już po połowie opakowania, po 2 tygodniach. slyszlam, ze nie na kazdego to dziala, ale warto sprobowac, jak na mnie podziałało... a ja serio uwielbialam palic papierosy",Laura
741,"co sadzisz Laura, http://www2.hm.com/pl_pl/productpage.0256292005.html ?  i to http://www.mangooutlet.com/PL/p0/kobieta/letnia-wyprzedaz/sukienka-z-tekstura/?id=21043509_02&n=1&s=justin&ident=0__0_1434784438656&ts=1434784438656 ?",Anonymous
742,zadna mi się nie podoba,Laura
743,"Laura, szukam w tym stylu od dawna, http://www.mangooutlet.com/PL/p0/kobieta/letnia-wyprzedaz/sukienka-z-dekoltem-w-serek/?id=21007576_6D&n=1&s=justin&ident=0__0_1434784438656&ts=1434784438656, co mzslisz o takiej?",Anonymous
744,"nie podoba mi się, taka bershkowata, poza ogolnym typem sukienki, ktory lubię cała reszta na nie",Laura
745,"L, doradź, co myslisz? http://www2.hm.com/pl_pl/productpage.0296616001.html",Anonymous
746,"sam typ i pasek mi sie podoba, ale nie te sciagacze na dole, kolor no i sklad - 100% polyester na lato nieee",Laura
747,http://www.horkruks.com/2012/12/warm-sweater.html lauro moglabys zdradzic jaka szminke miałaś wtedy na zdjeciu?,Anonymous
748,"nie pamiętam już, możliwe, że to jakiś matowy inglot, nie ma w komentarzach? ",Laura
749,odpowiesz na komentarze pod postem reformy odnośnie płaszcza?,Anonymous
750,"tak, już odpisuję! sorry, ale czasami coś mi umknie",Laura
751,"Laura, mam taką minimalną uwagę do Twojego sklepu. Czy mogłabyś zostawiać rzeczy na stronie, które zostały już sprzedane? Mieć taki wgląd do nich - przegląd. Głównie mam na myśli levisy i skóry. Z chęcią zobaczyłabym jakie miałaś w ofercie levisy a także skóry.",Anonymous
752,"wkradł nam się błąd, na początku tak mieliśmy i nagle okazało się, że te sprzedane rzeczy ludzie nadal mogli kupować. ogarniemy to :)",Laura
753,"Laura, gdzie znajdę ładne buty na obcasie? COS i Simple to za wysoka półka cenowa.",Anonymous
754,Kazar jest chyba trochę tańszy? mają pięknie wyprofilowane szpilki. poza tym nic nie przychodzi mi do głowy,Laura
755,no hej :)z jakiej platformy korzystałaś tworząc bloga ?,Anonymous
756,"blogspot/blogger, nadal mam tam bloga",Laura
757,"http://www.parfois.com/pl/kolekcja/torebka-crak-nora/?id=51&idp=180253 nie noszę skóry, co o niej sądzisz? brałabyś?",Anonymous
758,"fajna, podobna do tej lakierowanej z Zary :)",Laura
759,"Hej, Laura. Prosze powiedz mi, w ktorym miejscu, na ktorym straganie w Sukiennicach kupilas swoje sandaly, bo bylam tam i niestety nie moglam sie zadnych sandalow dopatrzec, a jedynie kapcie. ;)",Anonymous
760,"nie kupowałam osobiscie, mogę się dowiedzieć :)",Laura
761,"hej, chyba mój mail znowu trafił do spamu :( Alex A",Anonymous
762,zaraz się zabieram za przeszukiwanie :),Laura
763,"Hej. Z tego, co widziałam masz strój kąpielowy z misbhv. Czy wycięcie na pupie jest duże? Zastanawiam się, czy kupić, a nie chce wyglądać jak jakaś ekshibicjonistka, chcę czuć się komfortowo. Proszę doradź. :)",Anonymous
764,"ja mam bieliznę, kostium chyba różni się krojem :) na pewno znajdziesz jakieś zdjęcia w oznaczonych zdjęciach/tagach na insta ",Laura
765,http://www.acnestudios.com/shop/men/sweatshirts/corben-grey-melange.html co myślisz?,Anonymous
766,"ladne, bo ladne ale bez wow",Laura
767,http://m.zara.com/pl/pl/kobieta/t-shirts/bez-rękawów/top-ze-sztucznego-zamszu-c718509p2864030.html co myślisz? Wybrałabym czarna czy ciemny bez? Z czym nosić?,Anonymous
768,"nie podoba mi się, nie wiem nigdy co odp jak pytacie o rzeczy, ktore pasuja do wiekszosci zestawow :D",Laura
769,"Lora, zrob post znowu o rzeczach ktore chcesz kupic! :) albo jakies must have na lato. Serio dzieki tym postom kupilam juz pelno rzeczy :)",Anonymous
770,"Lora, i jak zamowilas te klapki z hegosa? przymierzasz sie?:):p",Anonymous
771,nie chcę zamawiac w ciemno a jeszcze nie obczaiłam gdzie jest Hegos we Wroclawiu :) jak kupię to dam info,Laura
772,https://www.zalando.pl/michael-kors-okulary-przeciwsloneczne-tokyo-tortoise-1mi51e01x-o11.html Lora co sadzisz? ,Anonymous
773,"są ok, ale nie kupiłabym",Laura
774,"Laura, co to za model okularów? https://instagram.com/p/j6pCT_hhRY/?taken-by=horkruks",Anonymous
775,"to są całe przezroczyste okulary rocco by Rodenstock, w ten sam dzień je zgubił :D ",Laura
776,"Lora, masz na ig takie zdjecie na silce siedzisz na czyms, jestem cala ubrana na czarno i masz buty stelli mccartney. gdzie je kupilas? jaki to 'rocznik'?",Anonymous
777,"sklep nazywal się chyba runners club. model to Adidas x Stella Adizero 2 jest też np. na Zalando, znajdziesz w google",Laura
778,"Anonimie, chętnie sprzedam te buty, rozmiar 38 :) xneonknightsx@gmail.com",Anonymous
779,"Lauro polecisz jakieś kosmetyki do utrwalania brwi? tak by niesforne włoski ""trzymały"" się cały dzień :D",Anonymous
780,"Benefit Gimme Brow oprocz tego, ze daje kolor to modeluje - jak żel :)",Laura
781,Czym zajmujesz się na co dzień? Pracujesz gdzieś czy studiujesz?,Anonymous
782,"studiuję, byłam teraz jakiś czas na stażu w agencji marketingowej, teraz na wakacje niczego nie szukam, bo raczej nie będzie mnie na miejscu",Laura
783,"czy zdajesz sobie sprawę, że twoje usta wyglądają naprawdę komicznie? to nie ma być hejt, ale serio... widziałam Cię ostatnio na żywo i jak zobaczyłam twoje usta z profilu... na dodatek jak idziesz to masz je otwarte i to wygląda naprawdę źle... oj Laura, Laura, a mogła być z Ciebie taka fajna dziewczyna.. parafrazując klasyka.",Anonymous
784,Zastanawiam się nad sandałami z Mango - wybrałabyś czarne (http://shop.mango.com/PL/p0/kobieta/akcesoria/obuwie/p%C5%82askie-sanda%C5%82y/skorzane-sanda%C5%82y-ze-sznurkiem/?id=43055668_99&n=1&s=accesorios.zapatos&ident=0__0_1434917823077&ts=1434917823077) czy brązowe (http://shop.mango.com/PL/p0/kobieta/sanda%C5%82y-z-paskow-zapinane-na-sznurek/?id=43025681_CU&n=0&ts=1434917823077)? :),Anonymous
785,jak już to czarne chyba,Laura
786,Laura! Co sądzisz o ubraniach ze wzorami kwiatów? Np. taki letni kombinezon? ,Anonymous
787,"zależy jaki. nie kupuję takich pstrokatych rzeczy, bo nie widzę nic ładnego w rozsądnej cenie. a baaardzo chętnie założyłabym kombinezon typu Vyschyvanka by Vita Kin... ale wiem, że nie taki miałaś na myśli, jeżeli chodzi o takie coś czego jest pełno w hm to nieee",Laura
788,"Laura, co myślisz o tych 2 paskach? A może lepiej dołożyć i kupić w COSie?http://www2.hm.com/pl_pl/productpage.0187939001.htmlhttp://www2.hm.com/pl_pl/productpage.0179950001.html",Anonymous
789,"ten pierwszy fajnyna stronie cosa widzę tylko 1 fajny, ale bardzo cienki 1cm",Laura
790,Co myślisz o takim błękitnym? Fajny? Kupiłabyś?http://www2.hm.com/pl_pl/productpage.0243156006.html,Anonymous
791,"nie kupiłabym, nie mam ochoty na niebieski sweter. poczekam aż przecenią czarny, to na pewno kwestia 2 tyg",Laura
792,Która fajniejsza:http://www.zara.com/pl/pl/wyprzeda%C5%BC/kobieta/sp%C3%B3dnice/zobacz-wi%C4%99cej/rozkloszowana-minisp%C3%B3dniczka-c733802p2517183.htmlhttp://www.mangooutlet.com/PL/p0/kobieta/letnia-wyprzedaz/spodnice/spodnica-wysoki-stan-z-rozcieciem/?http://allegro.pl/cos-spodnica-czarna-welna-r-xs-34-300zl-i5460615561.htmlid=21050017_02&n=1&s=justin&ident=0__0_1434625352247&ts=1434625352247,Anonymous
793,"Hi! What hair colour you have in this picture, what hair dye have you used? It's something between brown and purple, just the colour I want to try for myself. Thank you",Kejti7
794,o mój boze gdzie mieszkanko? może będziemy sasiadkami i będę mogła cie stalkowac w warzywniaku <3,Anonymous
795,wlasnie pojawiła się kolejna alternatywa - jak się ostatecznie zdecyduję to dam znać :) w obu przypadkach do końca lutego będę już przeprowadzona,Laura
796,"serio, can't wait! trzymam kciuki za super mieszkanie i sprawną przeprowadzkę:*",Anonymous
797,Czemu przeprowadzasz się do Warszawy?,Anonymous
798,"przez to, że mieszkam tak daleko nie uczestniczę w wydarzeniach związanych z blogiem, spotkaniach, projektach, bo musiałabym pół życia spędzać w pociągu, w Warszawie będzie mi łatwiej się rozwijać. no i po prostu nie chcę już tutaj mieszkać",Laura
799,"Sprzedaję nową bluzę Comme des Garcons, polecam: http://allegro.pl/show_item.php?item=6719749163",Anonymous
